Ticker,Fri->Thu(+1w)@90.0%,Fri->Thu(+1w)@90.5%,Fri->Thu(+1w)@91.0%,Fri->Thu(+1w)@91.5%,Fri->Thu(+1w)@92.0%,Fri->Thu(+1w)@92.5%,Fri->Thu(+1w)@93.0%,Fri->Thu(+1w)@93.5%,Fri->Thu(+1w)@94.0%,Fri->Thu(+1w)@94.5%,Fri->Thu(+1w)@95.0%,Fri->Thu(+1w)@95.5%,Fri->Thu(+1w)@96.0%,Fri->Thu(+1w)@96.5%,Fri->Thu(+1w)@97.0%,Fri->Thu(+1w)@97.5%,Fri->Thu(+1w)@98.0%,Fri->Thu(+1w)@98.5%,Fri->Thu(+1w)@99.0%,Fri->Thu(+1w)@99.5%,Fri->Tue(+1w)@90.0%,Fri->Tue(+1w)@90.5%,Fri->Tue(+1w)@91.0%,Fri->Tue(+1w)@91.5%,Fri->Tue(+1w)@92.0%,Fri->Tue(+1w)@92.5%,Fri->Tue(+1w)@93.0%,Fri->Tue(+1w)@93.5%,Fri->Tue(+1w)@94.0%,Fri->Tue(+1w)@94.5%,Fri->Tue(+1w)@95.0%,Fri->Tue(+1w)@95.5%,Fri->Tue(+1w)@96.0%,Fri->Tue(+1w)@96.5%,Fri->Tue(+1w)@97.0%,Fri->Tue(+1w)@97.5%,Fri->Tue(+1w)@98.0%,Fri->Tue(+1w)@98.5%,Fri->Tue(+1w)@99.0%,Fri->Tue(+1w)@99.5%,Fri->Wed(+1w)@90.0%,Fri->Wed(+1w)@90.5%,Fri->Wed(+1w)@91.0%,Fri->Wed(+1w)@91.5%,Fri->Wed(+1w)@92.0%,Fri->Wed(+1w)@92.5%,Fri->Wed(+1w)@93.0%,Fri->Wed(+1w)@93.5%,Fri->Wed(+1w)@94.0%,Fri->Wed(+1w)@94.5%,Fri->Wed(+1w)@95.0%,Fri->Wed(+1w)@95.5%,Fri->Wed(+1w)@96.0%,Fri->Wed(+1w)@96.5%,Fri->Wed(+1w)@97.0%,Fri->Wed(+1w)@97.5%,Fri->Wed(+1w)@98.0%,Fri->Wed(+1w)@98.5%,Fri->Wed(+1w)@99.0%,Fri->Wed(+1w)@99.5%,Mon->Thu@90.0%,Mon->Thu@90.5%,Mon->Thu@91.0%,Mon->Thu@91.5%,Mon->Thu@92.0%,Mon->Thu@92.5%,Mon->Thu@93.0%,Mon->Thu@93.5%,Mon->Thu@94.0%,Mon->Thu@94.5%,Mon->Thu@95.0%,Mon->Thu@95.5%,Mon->Thu@96.0%,Mon->Thu@96.5%,Mon->Thu@97.0%,Mon->Thu@97.5%,Mon->Thu@98.0%,Mon->Thu@98.5%,Mon->Thu@99.0%,Mon->Thu@99.5%,Mon->Tue@90.0%,Mon->Tue@90.5%,Mon->Tue@91.0%,Mon->Tue@91.5%,Mon->Tue@92.0%,Mon->Tue@92.5%,Mon->Tue@93.0%,Mon->Tue@93.5%,Mon->Tue@94.0%,Mon->Tue@94.5%,Mon->Tue@95.0%,Mon->Tue@95.5%,Mon->Tue@96.0%,Mon->Tue@96.5%,Mon->Tue@97.0%,Mon->Tue@97.5%,Mon->Tue@98.0%,Mon->Tue@98.5%,Mon->Tue@99.0%,Mon->Tue@99.5%,Mon->Wed@90.0%,Mon->Wed@90.5%,Mon->Wed@91.0%,Mon->Wed@91.5%,Mon->Wed@92.0%,Mon->Wed@92.5%,Mon->Wed@93.0%,Mon->Wed@93.5%,Mon->Wed@94.0%,Mon->Wed@94.5%,Mon->Wed@95.0%,Mon->Wed@95.5%,Mon->Wed@96.0%,Mon->Wed@96.5%,Mon->Wed@97.0%,Mon->Wed@97.5%,Mon->Wed@98.0%,Mon->Wed@98.5%,Mon->Wed@99.0%,Mon->Wed@99.5%
MINT.BK,0,0,0,0,0,0,1,1,1,1,2,3,5,10,11,17,28,62,66,109,0,0,0,0,0,0,1,1,1,1,2,3,5,10,11,17,29,64,68,109,0,0,0,0,0,0,1,1,1,1,2,3,5,10,11,18,30,66,70,111,0,0,0,0,0,0,0,0,0,0,0,4,5,8,11,23,34,61,74,103,0,0,0,0,0,0,0,0,0,0,0,4,5,8,11,22,33,61,74,105,0,0,0,0,0,0,0,0,0,0,0,4,5,8,11,22,33,62,75,105
MOSHI.BK,0,0,0,0,0,0,0,1,1,1,6,7,11,13,17,28,38,56,76,102,0,0,0,0,0,0,0,1,1,1,6,7,11,13,18,28,40,57,78,103,0,0,0,0,0,0,0,1,1,1,6,7,11,12,17,27,39,55,76,102,0,0,0,0,0,0,0,0,0,2,5,6,11,17,25,36,43,54,71,91,0,0,0,0,0,0,0,0,0,2,5,6,11,17,25,36,44,56,73,93,0,0,0,0,0,0,0,0,0,2,5,6,11,17,24,34,43,54,71,90
MTC.BK,0,0,0,0,0,0,0,1,1,2,4,5,9,13,17,29,44,57,89,116,0,0,0,0,0,0,0,1,1,2,4,5,9,13,17,28,43,55,88,115,0,0,0,0,0,0,0,1,1,2,4,4,9,13,17,29,43,56,88,117,0,0,0,0,0,0,0,0,1,1,3,5,7,10,16,28,45,62,87,103,0,0,0,0,0,0,0,0,1,1,3,5,7,10,16,28,46,63,86,104,0,0,0,0,0,0,0,0,1,1,3,5,7,10,16,28,45,62,87,105
OR.BK,0,0,0,0,0,0,0,0,0,2,3,3,5,6,10,13,18,36,60,106,0,0,0,0,0,0,0,0,0,2,3,3,5,6,10,14,19,35,60,104,0,0,0,0,0,0,0,0,0,2,3,3,5,6,10,14,19,36,61,105,0,0,0,0,0,0,0,1,2,2,2,3,3,6,9,14,18,40,56,93,0,0,0,0,0,0,0,1,2,2,2,3,3,6,9,14,18,41,56,93,0,0,0,0,0,0,0,1,2,2,2,3,3,6,9,14,18,39,55,90
OSP.BK,0,0,0,0,0,0,0,0,0,2,2,4,4,6,10,21,35,61,76,110,0,0,0,0,0,0,0,0,0,2,2,4,4,6,11,23,36,62,75,111,0,0,0,0,0,0,0,0,0,2,2,4,4,6,11,22,35,60,74,111,0,0,0,0,0,0,0,0,0,0,0,1,3,8,14,27,36,58,68,96,0,0,0,0,0,0,0,0,0,0,0,1,3,9,15,28,36,57,69,97,0,0,0,0,0,0,0,0,0,0,0,1,2,8,13,26,34,56,67,96
PLANB.BK,0,0,2,2,2,2,3,3,3,3,3,5,9,13,19,32,44,65,90,116,0,0,2,2,2,2,2,2,2,2,2,4,8,13,19,31,42,65,90,116,0,0,2,2,2,2,3,3,3,3,3,5,9,14,20,31,43,66,90,117,1,1,1,1,1,1,1,1,1,2,3,8,12,16,25,31,43,54,70,103,1,1,1,1,1,1,1,1,1,2,3,8,13,17,27,32,44,55,70,104,1,1,1,1,1,1,1,1,1,2,3,8,13,17,27,33,45,56,70,103
PR9.BK,0,0,0,0,0,1,1,1,1,1,3,5,5,8,14,19,30,49,81,118,0,0,0,0,0,1,1,1,1,1,3,5,5,8,13,18,29,48,82,119,0,0,0,0,0,1,1,1,1,1,3,5,5,8,13,18,29,47,81,119,0,0,0,0,0,0,0,0,0,1,1,2,4,6,11,20,35,46,66,96,0,0,0,1,1,1,1,1,1,2,2,3,5,7,12,21,36,46,64,95,0,0,0,1,1,1,1,1,1,2,2,3,5,7,12,20,35,46,65,95
PRM.BK,0,0,0,0,0,0,0,1,2,2,2,4,6,7,9,23,43,63,81,117,0,0,0,0,0,0,0,0,1,1,1,3,5,6,8,21,40,61,80,118,0,0,0,0,0,0,0,1,2,2,2,4,6,7,9,23,42,63,81,119,0,0,0,0,0,0,0,0,0,1,2,9,12,16,21,32,36,61,74,106,0,0,0,0,0,0,0,0,0,1,2,9,12,16,21,33,37,63,77,107,0,0,0,0,0,0,0,0,0,1,2,9,12,16,21,33,37,63,76,107
PTT.BK,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,23,29,97,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,20,26,95,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,23,28,96,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,13,28,45,94,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,13,29,46,95,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,13,28,44,93
PTTEP.BK,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,6,12,22,45,83,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,7,13,23,46,85,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,7,13,23,45,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,21,37,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,22,39,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,22,38,76
PTTGC.BK,0,1,1,1,1,1,2,4,4,5,6,9,9,13,18,33,45,54,78,115,0,1,1,1,1,1,2,4,4,5,6,9,9,13,18,33,46,57,82,116,0,1,1,1,1,1,2,4,4,5,6,9,9,13,18,32,45,56,81,117,0,0,0,0,0,0,0,0,0,2,4,5,9,12,17,27,40,55,76,103,0,0,0,0,0,0,0,0,0,2,4,5,9,12,16,28,41,57,79,106,0,0,0,0,0,0,0,0,0,2,4,5,9,12,17,29,41,57,78,104
QH.BK,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,12,28,43,109,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,12,28,43,109,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,6,13,27,42,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,22,34,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,24,36,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,24,35,89
RATCH.BK,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,8,14,47,59,105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,11,45,57,106,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,13,44,56,105,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,17,22,37,51,95,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,17,23,37,51,94,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,16,22,37,51,96
RCL.BK,1,2,2,2,2,2,2,2,4,5,5,7,11,15,15,25,30,57,65,97,1,2,2,2,2,2,2,3,5,6,6,8,12,17,17,27,32,57,63,96,1,2,2,2,2,2,2,3,5,6,6,8,12,16,16,26,31,57,64,97,0,0,0,0,0,1,1,3,4,5,6,8,9,15,18,34,44,63,71,92,0,0,0,0,0,1,1,3,4,5,6,8,9,15,18,34,44,65,73,94,0,0,0,0,0,1,1,3,4,5,6,8,9,15,18,33,43,65,73,94
SAWAD.BK,0,1,1,1,1,2,2,3,4,5,6,11,12,19,25,30,45,68,87,117,0,1,1,1,1,2,2,3,4,5,6,11,13,19,25,30,45,68,86,113,0,1,1,1,1,2,2,3,3,4,5,10,12,19,25,30,44,67,86,115,0,0,0,0,0,0,0,0,1,1,1,3,6,10,17,30,44,63,82,105,0,0,0,0,0,0,0,0,1,1,1,4,7,11,18,31,45,63,82,105,0,0,0,0,0,0,0,0,1,1,1,4,7,11,17,30,43,62,82,105
SCB.BK,0,0,0,0,0,0,0,0,1,1,1,2,2,4,4,6,6,11,29,67,0,0,0,0,0,0,0,0,1,1,1,2,2,4,4,6,6,11,31,68,0,0,0,0,0,0,0,0,1,1,1,2,2,4,4,6,6,10,29,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,29,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,28,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,27,61
SCC.BK,0,0,0,0,0,0,0,0,0,0,1,1,1,3,6,9,13,23,44,83,0,0,0,0,0,0,0,0,0,0,1,1,1,3,5,7,11,21,45,85,0,0,0,0,0,0,0,0,0,0,1,1,1,3,6,9,13,23,46,86,0,0,0,0,0,0,0,0,0,0,0,2,2,4,7,9,17,28,43,83,0,0,0,0,0,0,0,0,0,0,0,2,2,4,7,9,16,28,44,85,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,8,16,28,44,84
SCGP.BK,0,0,0,0,0,0,0,0,1,4,4,9,9,13,16,33,49,74,94,117,0,0,0,0,0,0,0,0,1,4,4,8,8,12,16,33,49,73,93,115,0,0,0,0,0,0,0,0,1,4,4,9,9,13,17,35,52,77,96,116,0,0,0,0,0,0,0,0,0,1,1,2,2,4,13,24,38,54,71,103,0,0,0,0,0,0,0,0,0,1,1,2,3,5,14,25,40,54,74,104,0,0,0,0,0,0,0,0,0,1,1,2,3,5,14,25,39,54,72,103
SIRI.BK,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,19,48,77,114,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,18,47,75,113,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,18,47,76,115,0,0,0,1,1,1,1,1,1,1,2,3,6,7,12,17,26,42,66,96,0,0,0,1,1,1,1,1,1,1,2,3,6,7,12,18,27,42,65,96,0,0,0,1,1,1,1,1,1,1,2,3,5,6,11,17,26,42,66,95
SISB.BK,1,1,1,1,1,1,1,1,2,4,5,6,8,15,25,33,49,72,91,119,1,1,1,1,1,1,1,1,2,4,4,5,7,14,23,32,46,69,88,119,1,1,1,1,1,1,1,1,2,4,5,6,8,15,25,33,47,71,90,120,0,0,0,1,1,1,2,2,4,9,11,12,18,22,32,35,54,63,82,105,0,0,0,1,1,1,2,2,4,8,10,11,17,21,32,36,54,62,82,106,0,0,0,1,1,1,2,2,4,9,11,12,18,22,33,37,55,63,82,106
SJWD.BK,1,1,2,2,2,2,2,3,4,5,7,9,14,18,22,36,42,58,80,109,1,1,2,2,2,2,2,3,4,5,7,9,14,18,22,35,42,60,81,110,1,1,2,2,2,2,2,3,3,4,6,8,13,17,21,35,42,59,81,109,0,0,0,0,0,0,0,0,0,0,2,4,16,25,32,45,50,63,80,101,0,0,0,0,0,0,0,0,0,0,2,4,16,24,31,44,49,64,82,102,0,0,0,0,0,0,0,0,0,0,2,4,15,24,31,44,49,64,82,101
SPALI.BK,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,6,24,42,67,101,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,6,24,40,65,102,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,7,24,40,66,103,0,0,0,0,0,0,0,1,1,2,2,2,2,3,8,9,18,32,52,86,0,0,0,0,0,0,0,1,1,2,2,2,2,3,8,10,19,32,53,86,0,0,0,0,0,0,0,1,1,2,2,2,2,3,8,10,19,31,53,87
SPRC.BK,0,0,0,0,0,0,0,1,1,2,3,5,8,14,19,24,33,66,79,107,0,0,0,0,0,0,0,1,1,2,3,5,8,14,19,24,32,63,76,109,0,0,0,0,0,0,0,1,1,2,3,5,8,14,19,23,32,66,78,110,0,0,0,0,0,0,0,0,0,1,5,7,12,15,19,29,35,59,65,91,0,0,0,0,0,0,0,0,0,1,5,7,12,16,20,30,35,60,65,91,0,0,0,0,0,0,0,0,0,1,5,7,12,16,20,30,36,60,66,92
STA.BK,0,0,0,0,0,0,0,0,1,1,3,5,5,9,12,24,39,59,81,113,0,0,0,0,0,0,0,0,1,1,3,5,6,10,13,25,40,58,81,113,0,0,0,0,0,0,0,0,1,1,3,5,6,10,13,25,39,59,83,114,0,0,0,0,0,0,1,2,2,2,2,4,8,12,19,24,38,49,73,100,0,0,0,0,0,0,1,2,2,2,2,4,8,13,20,25,38,49,74,100,0,0,0,0,0,0,1,2,2,2,2,4,7,12,19,24,38,49,73,101
STGT.BK,1,1,1,1,1,1,1,2,2,2,3,3,8,13,18,31,42,61,77,120,1,1,1,1,1,1,1,2,2,2,3,3,8,13,19,32,41,61,77,119,1,1,1,1,1,1,1,2,2,2,3,3,8,13,19,32,42,63,80,123,0,0,0,0,0,1,3,3,3,6,6,10,11,19,25,37,52,59,71,103,0,0,0,0,0,1,3,3,3,6,6,9,10,18,24,35,51,58,70,102,0,0,0,0,0,1,3,3,3,6,6,10,11,19,25,36,52,59,71,101
TASCO.BK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,16,25,59,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,18,27,58,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,18,27,60,107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,13,31,67,103,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,13,32,66,103,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,13,31,66,102
TCAP.BK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,21,45,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,20,45,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,21,46,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,8,19,50,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,8,18,49,86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,8,18,49,87
TFG.BK,0,0,0,0,0,0,0,0,0,2,2,5,5,11,13,23,34,61,81,117,0,0,0,0,0,0,0,0,0,2,2,5,5,11,13,23,35,62,79,115,0,0,0,0,0,0,0,0,0,2,2,5,5,10,12,22,34,62,82,116,0,0,0,0,0,0,0,0,0,0,1,3,4,10,17,23,29,53,64,89,0,0,0,0,0,0,0,0,0,0,1,3,4,11,18,24,30,54,65,89,0,0,0,0,0,0,0,0,0,0,1,3,4,11,17,23,29,54,64,90
TIDLOR.BK,0,0,0,0,0,0,0,0,0,0,1,2,2,2,6,6,8,8,13,18,0,0,0,0,0,0,0,0,0,0,1,2,2,2,6,6,8,8,13,17,0,0,0,0,0,0,0,0,0,0,1,2,2,2,7,7,9,9,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,10,14
TISCO.BK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,53
TLI.BK,0,0,0,0,0,0,0,0,0,1,3,4,8,9,10,21,25,51,67,126,0,0,0,0,0,0,0,0,0,1,3,4,8,9,10,20,27,53,69,127,0,0,0,0,0,0,0,0,0,1,3,4,8,9,10,21,28,55,70,127,0,0,0,0,0,0,0,0,0,0,2,5,5,6,10,21,31,49,59,92,0,0,0,0,0,0,0,0,0,0,2,5,5,6,10,22,32,49,58,93,0,0,0,0,0,0,0,0,0,0,2,5,5,6,9,21,31,49,59,93
TOA.BK,0,0,0,0,0,0,0,0,1,3,4,6,7,12,21,34,44,64,79,109,0,0,0,0,0,0,0,0,1,3,4,6,8,14,23,34,44,64,78,108,0,0,0,0,0,0,0,0,1,3,4,6,7,13,22,35,46,67,81,110,0,0,0,0,0,0,1,1,1,1,3,5,8,9,16,28,42,60,72,96,0,0,0,0,0,0,1,1,1,1,3,5,8,9,16,27,42,61,73,98,0,0,0,0,0,0,1,1,1,1,3,5,8,9,16,28,42,61,71,97
TOP.BK,1,1,1,1,1,2,2,2,3,4,4,4,6,14,15,20,28,46,70,94,1,1,1,1,1,2,2,2,3,4,4,4,6,14,16,22,30,45,69,96,1,1,1,1,1,2,2,2,3,4,4,4,6,13,15,21,29,46,69,95,0,0,0,0,0,0,0,0,0,1,3,5,8,12,15,21,33,42,57,83,0,0,0,0,0,0,0,0,0,1,3,5,8,12,15,20,33,42,58,83,0,0,0,0,0,0,0,0,0,1,3,5,8,12,15,20,33,42,56,82
TRUE.BK,0,0,0,0,0,0,0,1,1,2,5,6,6,14,17,28,35,57,68,109,0,0,0,0,0,0,0,1,1,2,5,6,6,13,17,26,33,54,65,109,0,0,0,0,0,0,0,1,1,2,5,6,6,14,18,29,36,57,67,110,0,0,1,1,1,1,1,1,1,2,2,2,2,7,10,16,23,49,57,94,0,0,1,1,1,1,1,1,1,2,2,2,2,7,10,15,22,48,58,96,0,0,1,1,1,1,1,1,1,2,2,2,2,7,10,16,23,47,57,95
TTB.BK,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,11,20,48,108,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,12,23,50,108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,10,21,47,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,8,17,52,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,8,17,52,101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,8,17,52,100
TU.BK,0,0,0,0,0,0,0,0,0,1,2,3,6,6,8,12,27,52,72,117,0,0,0,0,0,0,0,0,0,1,2,3,6,6,9,13,27,51,71,117,0,0,0,0,0,0,0,0,0,1,2,3,7,7,10,14,29,52,72,118,0,0,0,0,0,1,1,1,1,1,1,1,3,5,9,12,23,38,60,101,0,0,0,0,0,1,1,1,1,1,1,1,3,5,9,12,25,40,62,102,0,0,0,0,0,1,1,1,1,1,1,1,3,5,8,11,24,39,60,101
VGI.BK,0,2,3,4,4,4,6,6,7,9,10,12,15,24,30,42,54,80,90,112,0,2,3,4,4,4,6,6,7,9,10,12,15,24,30,41,52,78,88,112,0,1,1,2,2,2,4,4,5,7,8,10,13,22,28,40,52,78,88,113,0,1,1,1,1,2,2,3,3,6,7,7,10,24,30,45,53,65,83,97,0,1,1,1,1,2,2,3,3,6,7,7,10,24,30,45,53,66,85,100,0,1,1,1,1,2,2,3,3,6,7,7,10,26,31,46,53,66,85,99
WHA.BK,1,1,1,1,1,2,2,2,2,2,4,5,5,11,14,24,29,55,74,108,0,0,0,0,0,1,1,1,1,1,3,4,4,10,13,23,27,53,71,106,1,1,1,1,1,2,2,2,2,2,4,5,5,11,14,23,28,54,73,107,1,1,1,1,1,1,1,1,1,1,3,4,4,13,14,22,26,50,64,96,1,1,1,1,1,1,1,1,2,2,4,5,5,14,16,24,28,52,67,98,1,1,1,1,1,1,1,1,2,2,4,5,5,14,16,24,28,53,67,98
WHAUP.BK,0,0,0,0,0,0,1,1,1,1,2,3,3,4,8,14,24,38,65,97,0,0,0,0,0,0,1,1,1,1,2,2,2,3,7,13,22,37,64,97,0,0,0,0,0,0,1,1,1,1,2,3,3,4,8,13,23,39,65,98,0,0,0,0,0,0,0,0,1,2,2,2,4,6,8,20,27,40,59,84,0,0,0,0,0,0,0,0,1,2,2,2,4,7,9,20,27,40,60,84,0,0,0,0,0,0,0,0,1,2,2,2,4,7,8,20,27,40,60,86
